IMECC,ME613,Análise de Regressão,A,Quarta,16:00,18:00,IM15,Tatiana Andrea Benaglia Carvalho,2
IMECC,ME712,Consultoria Estatística I,A,Sexta,14:00,18:00,SM01,"Filidor Edilfonso Vilca Labra, Guilherme Vieira Nunes Ludwig, Hildete Prisco Pinheiro, Samara Flamini Kiihl",2
IMECC,ME720,Modelos Lineares Generalizados,A,Terça,14:00,16:00,IM34,Hildete Prisco Pinheiro,
IMECC,ME720,Modelos Lineares Generalizados,A,Quinta,14:00,16:00,IM34,Hildete Prisco Pinheiro,
IMECC,ME731,Métodos em Análise Multivariada,A,Segunda,16:00,18:00,CB12,Guilherme Vieira Nunes Ludwig,2
IMECC,ME731,Métodos em Análise Multivariada,A,Quarta,16:00,18:00,CB12,Guilherme Vieira Nunes Ludwig,2
IMECC,ME812,Consultoria Estatística II,A,Sexta,14:00,18:00,PB07,Larissa Avila Matos,2
IMECC,ME812,Consultoria Estatística II,B,Sexta,14:00,18:00,SM02,Victor Freguglia Souza,2
IMECC,ME881,Tópicos de Extensão I,A,Sábado,08:00,12:00,IM15,Carlos Cesar Trucios Maza,2
IMECC,ME906,Métodos em Aprendizado Supervisionado de Máquina,A,Terça,16:00,18:00,CB18,Samara Flamini Kiihl,
IMECC,ME906,Métodos em Aprendizado Supervisionado de Máquina,A,Quinta,16:00,18:00,CB18,Samara Flamini Kiihl,
IMECC,MS211,Cálculo Numérico,A,Terça,10:00,12:00,CB09,Pedro Griguol De Mattos,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,A,Quinta,10:00,12:00,CB09,Pedro Griguol De Mattos,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,B,Terça,10:00,12:00,CB10,Giuseppe Romanazzi,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,B,Quinta,10:00,12:00,CB10,Giuseppe Romanazzi,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,C,Terça,10:00,12:00,CB04,Renata Possobon,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,C,Quinta,10:00,12:00,CB07,Renata Possobon,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,D,Terça,10:00,12:00,CB08,Felipe Longo,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,D,Quinta,10:00,12:00,CB08,Felipe Longo,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,E,Terça,10:00,12:00,CB17,Michele Martins Lopes,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,E,Quinta,10:00,12:00,CB17,Michele Martins Lopes,"10, 11, 12, 13, 34"
IMECC,MS211,Cálculo Numérico,K,Terça,14:00,16:00,PB06,Peter Sussner,"1, 2, 4, 9, 28, 108"
IMECC,MS211,Cálculo Numérico,K,Quinta,14:00,16:00,PB12,Peter Sussner,"1, 2, 4, 9, 28, 108"
IMECC,MS211,Cálculo Numérico,M,Terça,14:00,16:00,PB05,Eduardo Cardoso De Abreu,"2, 4, 9, 28, 34"
IMECC,MS211,Cálculo Numérico,M,Quinta,14:00,16:00,CB08,Eduardo Cardoso De Abreu,"2, 4, 9, 28, 34"
IMECC,MS211,Cálculo Numérico,X,Terça,19:00,21:00,PB06,Carlile Campos Lavor,"39, 42, 49"
IMECC,MS211,Cálculo Numérico,X,Quinta,21:00,23:00,PB06,Carlile Campos Lavor,"39, 42, 49"
IMECC,MS211,Cálculo Numérico,Y,Terça,19:00,21:00,CB12,Marcos Eduardo Ribeiro Do Valle Mesquita,"39, 42, 49"
IMECC,MS211,Cálculo Numérico,Y,Quinta,21:00,23:00,CB12,Marcos Eduardo Ribeiro Do Valle Mesquita,"39, 42, 49"
IMECC,MS211,Cálculo Numérico,Z,Terça,19:00,21:00,CB16,Nilmara De Jesus Biscaia Pinto,"39, 42, 49"
IMECC,MS211,Cálculo Numérico,Z,Quinta,21:00,23:00,CB16,Nilmara De Jesus Biscaia Pinto,"39, 42, 49"
IMECC,MS317,Matemática Financeira,A,Segunda,14:00,16:00,IM10,Laercio Luis Vendite,28
IMECC,MS317,Matemática Financeira,A,Quarta,14:00,16:00,IM10,Laercio Luis Vendite,28
IMECC,MS328,Matemática Discreta,A,Segunda,14:00,16:00,CB14,José Plínio de Oliveira Santos,28
IMECC,MS328,Matemática Discreta,A,Quarta,14:00,16:00,CB14,José Plínio de Oliveira Santos,28
IMECC,MS428,Programação Linear,A,Terça,14:00,16:00,CB08,Kelly Cristina Poldi,28
IMECC,MS428,Programação Linear,A,Quinta,14:00,16:00,CB09,Kelly Cristina Poldi,28
IMECC,MS505,Álgebra de Imagens,A,Terça,19:00,21:00,PB14,Joao Batista Florindo,28
IMECC,MS505,Álgebra de Imagens,A,Quinta,19:00,21:00,PB14,Joao Batista Florindo,28
IMECC,MS512,Análise Numérica I,A,Segunda,10:00,12:00,PB16,Maicon Ribeiro Correa,"2, 28"
IMECC,MS512,Análise Numérica I,A,Quarta,10:00,12:00,CB17,Maicon Ribeiro Correa,"2, 28"
IMECC,MS520,Estrutura Matemática da Mecânica,A,Terça,16:00,18:00,IM34,Samuel Rocha De Oliveira,"1, 28"
IMECC,MS520,Estrutura Matemática da Mecânica,A,Quinta,16:00,18:00,IM34,Samuel Rocha De Oliveira,"1, 28"
IMECC,MS540,Métodos Morfológicos de Computação em Reticulados,A,Terça,10:00,12:00,PB11,Peter Sussner,28
IMECC,MS540,Métodos Morfológicos de Computação em Reticulados,A,Sexta,14:00,16:00,PB02,Peter Sussner,28
IMECC,MS571,Aprendizado de Máquinas: Aspectos Teóricos e Práticos,A,Terça,16:00,18:00,CB10,Petra Maria Bartmeyer,28
IMECC,MS571,Aprendizado de Máquinas: Aspectos Teóricos e Práticos,A,Quinta,16:00,18:00,CB10,Petra Maria Bartmeyer,28
IMECC,MS590,Introdução à Geofísica Computacional,A,Terça,08:00,10:00,IM22,"Joerg Dietrich Wilhelm Schleicher, Maria Amelia Novais Schleicher",28
IMECC,MS590,Introdução à Geofísica Computacional,A,Quinta,08:00,10:00,IM22,"Joerg Dietrich Wilhelm Schleicher, Maria Amelia Novais Schleicher",28
IMECC,MS612,Análise Numérica II,A,Terça,14:00,16:00,PB07,Giuseppe Romanazzi,28
IMECC,MS612,Análise Numérica II,A,Quinta,14:00,16:00,PB07,Giuseppe Romanazzi,28
IMECC,MS629,Programação Não,A,Segunda,10:00,12:00,PB17,Roberto Andreani,28
IMECC,MS629,Programação Não,A,Quarta,10:00,12:00,PB17,Roberto Andreani,28
IMECC,MS650,Métodos de Matemática Aplicada II,A,Segunda,08:00,10:00,CB17,Joao Paulo Pitelli Manoel,"1, 28"
IMECC,MS650,Métodos de Matemática Aplicada II,A,Quarta,08:00,10:00,CB17,Joao Paulo Pitelli Manoel,"1, 28"
IMECC,MS650,Métodos de Matemática Aplicada II,A,Sexta,08:00,10:00,CB09,Joao Paulo Pitelli Manoel,"1, 28"
IMECC,MS712,Análise Numérica III,A,Segunda,14:00,16:00,PB01,Maicon Ribeiro Correa,28
IMECC,MS712,Análise Numérica III,A,Quarta,14:00,16:00,PB01,Maicon Ribeiro Correa,28
IMECC,MS902,Tópicos Especiais de Matemática Aplicada II,A,Segunda,16:00,18:00,CB13,Stefano De Leo,28
IMECC,MS902,Tópicos Especiais de Matemática Aplicada II,A,Quarta,16:00,18:00,CB13,Stefano De Leo,28
IMECC,MS906,Tópicos Especiais de Matemática Aplicada VI,A,Terça,10:00,12:00,IM34,Stefânia Jarosz,28
IMECC,MS906,Tópicos Especiais de Matemática Aplicada VI,A,Quinta,10:00,12:00,IM34,Stefânia Jarosz,28
IMECC,MS933,Tópicos em Matemática Aplicada III,A,Quarta,16:00,18:00,PB01,Marcelo De Oliveira Terra Cunha,28
IMECC,MS941,Tópicos de Extensão I,A,Segunda,16:00,18:00,PB01,Ricardo Caetano Azevedo Biloti,28
IMECC,MS942,Tópicos de Extensão II,A,Quarta,16:00,18:00,PB08,Kelly Cristina Poldi,28
